,Open,High,Low,Close,Volume
2018-12-22 12:29:57.600987,102.33001863363704,102.30521057708339,97.70018139228128,100.75008752901628,2528192
2018-12-23 12:29:57.600987,101.99719725096567,101.08805287219784,98.22660505308465,100.89540711852739,3568551
2018-12-24 12:29:57.600987,100.95275265343251,101.853934998514,98.68268607224178,100.00978514714616,7990304
2018-12-25 12:29:57.600987,100.23969783803149,103.82927695081419,100.94989587742327,102.44088687073891,9454417
2018-12-26 12:29:57.600987,102.63017727158011,102.56285129300214,101.35265421101329,101.81054958562456,7703188
2018-12-27 12:29:57.600987,102.81240635222923,106.4524944119028,102.63128354581563,102.91057505906478,4377158
2018-12-28 12:29:57.600987,97.77000833209283,100.48899585314099,98.35870627269611,99.09718928543275,6772805
2018-12-29 12:29:57.600987,101.81608703715217,101.99537189126018,101.19278704461696,101.40392697097515,4581795
2018-12-30 12:29:57.600987,100.50842621424276,102.32068554803986,99.42072137220178,99.94702674894229,5947410
2018-12-31 12:29:57.600987,99.15795849967584,100.7134815344341,96.67081730280175,99.60466324120715,3908090
2019-01-01 12:29:57.600987,98.77641968394525,98.86881304272225,95.72774076122131,97.97511926091995,5290171
2019-01-02 12:29:57.600987,95.90142610031694,97.34405082091303,95.66436948032505,97.15915303009375,2561072
2019-01-03 12:29:57.600987,100.91845349884987,100.81475518640721,99.48438433791662,99.73650261093894,5860441
2019-01-04 12:29:57.600987,103.63668928717651,102.84123560233616,100.04329623103769,101.78665811446791,1495364
2019-01-05 12:29:57.600987,101.63769303810261,101.91949467399516,98.35338091618729,100.94676184946523,1728989
2019-01-06 12:29:57.600987,99.59675296233505,103.38960894105938,99.59320992059702,100.00005292226957,2683228
2019-01-07 12:29:57.600987,104.77017595598768,104.71269873622167,100.95488427898995,103.48729156997618,7310483
2019-01-08 12:29:57.600987,101.83011160587479,103.37449535209404,100.78754394116426,101.56576587630151,6144883
2019-01-09 12:29:57.600987,103.01944912550134,103.47753372641766,98.76964014554395,102.2304609704096,9142930
2019-01-10 12:29:57.600987,96.51943726511207,99.47700404110107,96.13453047402463,97.88924690827241,4390135
2019-01-11 12:29:57.600987,97.61827604201856,99.28168213184281,97.12444666123228,98.40702420736494,8939091
2019-01-12 12:29:57.600987,100.86060183251475,101.23260040537001,98.22180150254374,100.01953211446019,2615918
2019-01-13 12:29:57.600987,102.57196962175887,105.2838759592507,100.08973246053313,102.38933737206857,8067115
2019-01-14 12:29:57.600987,107.77917132272162,110.59860270539939,107.61642145049065,108.36582874550702,8342488
2019-01-15 12:29:57.600987,108.93345850160033,112.53723947223826,106.6398339667828,108.92867863761697,9344403
2019-01-16 12:29:57.600987,113.2860134899574,115.36845969411773,109.93804863421109,113.30502812368847,5432147
2019-01-17 12:29:57.600987,115.10254894356356,115.73764059593734,111.70504311970892,114.29666835552739,5585136
2019-01-18 12:29:57.600987,112.17512142952961,110.64893153155248,108.25207458031586,110.45342049280514,8800323
2019-01-19 12:29:57.600987,111.8895703180526,112.53534416225301,109.25205105916235,111.08930685649901,2641870
2019-01-20 12:29:57.600987,112.77682699160748,117.35914256786123,112.44089162444858,113.46641420757396,3793792
2019-01-21 12:29:57.600987,112.18371212954484,114.58993074905267,111.22607969303391,111.31069724812096,9504837
2019-01-22 12:29:57.600987,112.19021085339105,111.5350098547564,109.50393304868395,111.3824265592224,6820280
2019-01-23 12:29:57.600987,111.89476171280963,114.60219802989626,109.15742308256499,110.28894905079144,6245745
2019-01-24 12:29:57.600987,108.78918825685417,110.02741121455021,106.49087191453302,106.81435496986296,9907827
2019-01-25 12:29:57.600987,109.91222802157833,109.59050081073309,107.47428925716554,108.64304521483731,7018877
2019-01-26 12:29:57.600987,106.84394963541438,113.49745831126278,104.82656384672141,108.36420151568628,2644766
2019-01-27 12:29:57.600987,102.88568803425348,103.40365460147173,100.6222688140935,103.08283432238484,8066457
2019-01-28 12:29:57.600987,104.03330150882907,106.08074470825049,102.95574049490281,104.0260719293661,8369848
2019-01-29 12:29:57.600987,100.92755023498135,102.69068120581366,100.33201791347551,100.68281269034233,9805091
2019-01-30 12:29:57.600987,102.59013735641342,103.79389312996945,96.5298031237027,101.23330827444676,4223809
2019-01-31 12:29:57.600987,98.46002562600778,99.95192081850271,99.20408243710453,99.36713486792,4156226
2019-02-01 12:29:57.600987,103.17557656760727,102.33815087901131,101.22155436017722,102.32334043918507,1351081
2019-02-02 12:29:57.600987,104.57920620324406,104.4070863987609,100.78077281306476,103.97779116603749,4756349
2019-02-03 12:29:57.600987,105.09381015899076,105.1062246760952,100.83241154135291,104.23199109676214,8732134
2019-02-04 12:29:57.600987,109.51874288800956,110.64671138872109,107.1157823642186,107.62399812559806,4545268
2019-02-05 12:29:57.600987,108.08446613806555,111.80225657466859,105.608466597548,108.3780351579572,9457761
2019-02-06 12:29:57.600987,109.02896970455468,108.47506438675477,105.16559863355279,107.83123848826993,3831336
2019-02-07 12:29:57.600987,110.63063424277203,109.98066277332632,107.8465165629457,109.27644981896077,7211475
2019-02-08 12:29:57.600987,109.73527748681964,110.80042017224991,108.21652986885125,109.88804000287277,8349579
2019-02-09 12:29:57.600987,109.93451621057001,111.98196141482389,109.43663724793281,111.12519860822114,5745193
2019-02-10 12:29:57.600987,112.26922002657341,111.91446878688402,109.85179369992693,111.62772324463398,7419753
2019-02-11 12:29:57.600987,113.75334750364961,117.01864936538657,113.8895798951594,115.26509625181907,5064687
2019-02-12 12:29:57.600987,111.88941321360896,112.40171262203178,110.69895356895651,111.68297029906299,1006801
